Period,Date,Open,High,Low,Close,Adj Close,Volume,OBV,OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,PVT,PVT3DaySlope,PVT4DaySlope,PVT5DaySlope,PVT10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto4DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,Gain,Loss,14DayAvgGain,14DayAvgLoss,14DayRelativeStrength,14DayRSI,14DayRSI1DaySlope,14DayRSI3DaySlope,14DayRSI4DaySlope,14DayRSI5DaySlope,14DayRSI10DaySlope,VIXOpen,VIXHigh,VIXLow,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX3DaySlope,VIX4DaySlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,VIXSlowSto3DaySlope,VIXSlowSto4DaySlope,VIXSlowSto5DaySlope,VIXSlowSto10DaySlope,Buy/Sell,B/S/H_LinReg,BuySell
1284,10/6/2011,1144.109985,1165.550049,1134.949951,1164.969971,1164.969971,5098330000,4.30948E+11,3804475000,3648148000,1753185000,457588121.2,5.71732E+11,3539302305,3403545984,1579161270,-926196315,971376697.9,69085969.8,70998107.2,24915512.17,-14664376.35,57.8427505,13.42820952,30.23381357,13.15250594,18.5699531,11.36002195,1.561817822,20.939942,0,10.15066115,10.20704385,0.994476099,49.86152,3.975859058,4.043580293,4.498615503,2.748124753,0.193060364,38.240002,38.740002,36.150002,36.27,-1.540001,-4.072999099,-2.275,-3.0550002,-2.1019998,-0.124302982,36.54306002,-9.210531746,-13.60645852,-17.1993897,-11.25315988,-2.270375533,BUY,0.654701541,
1285,10/7/2011,1165.030029,1171.400024,1150.26001,1155.459961,1155.459961,5580380000,4.25367E+11,-241025000,1118404000,1909543000,59336303.03,5.68897E+11,1034970789,1763556936,2264967845,-802991929.3,925822330.9,23881877.8,37117084.04,49048137.56,-16977428.87,51.74424236,-6.098508143,-10.54325406,3.664850688,7.404772072,12.9323148,1.510293476,0,9.51001,9.425613923,10.15725571,0.927968556,48.13193417,-1.729585831,1.123136614,2.304858333,3.187789126,0.153929628,35.669998,37.82,35.189999,36.200001,-0.069999,-0.19299421,-0.805,-1.5399998,-2.305,-0.262909012,36.12440573,-0.418654281,-4.814593013,-9.210524569,-13.07112334,-3.020347925,HOLD,-0.106758769,
1286,10/10/2011,1158.150024,1194.910034,1158.150024,1194.890015,1194.890015,4446800000,4.29814E+11,-566790000,631387000,1246869000,142796909.1,5.73339E+11,803431821.8,1670060171,1944087809,-106335701.1,1077569315,53096308.46,55297785.16,53649286.86,-3831404.117,77.02965272,25.28541036,48.86613314,9.593451109,9.174682707,9.831352957,3.498951557,39.430054,0,11.56878821,9.431737448,1.226580816,55.08808875,6.956154572,2.613284371,2.587769757,2.887373188,0.792034007,35.450001,35.450001,32.959999,33.02,-3.180001,-8.784532907,-1.625,-1.4440002,-1.721,-0.6624242,17.10526213,-19.0191436,-9.71889894,-8.636364316,-10.29306159,-4.953493836,BUY,0.61333002,1
1287,10/11/2011,1194.599976,1199.23999,1187.300049,1195.540039,1195.540039,4424500000,4.34239E+11,4435650000,1431956000,1564492000,762937575.8,5.75021E+11,3062163502,1430965861,1799540081,623362271.9,1079976257,77076963.06,47754566.13,51002798.03,12679374.96,77.44649525,0.416842533,0.541145544,12.85112645,8.409664462,8.525081076,5.849456789,0.650024,0,10.78887648,8.758041916,1.231882262,55.19476914,0.10668039,3.531417481,2.295590197,2.384478512,1.495381181,33.950001,34.240002,32.619999,32.860001,-0.159999,-0.484551787,-1.67,-1.3409998,-1.315,-1.085272733,16.14833037,-0.956931761,-9.98803768,-8.020333252,-7.864832066,-6.719738045,HOLD,0.481493649,
1288,10/12/2011,1196.189941,1220.25,1196.189941,1207.25,1207.25,5355360000,4.39594E+11,4889930000,4710448000,2616386000,1295082242,5.7459E+11,625286228.9,1875995771,1183919921,1021783677,1132430424,27430554.54,62223122.12,47626137.81,25416507.39,84.95577153,7.50927628,9.696082767,3.963059406,10.00514301,7.992829496,7.228547907,11.709961,0,10.85466824,8.132467494,1.334732447,57.16853974,1.973770608,1.040225499,2.72164971,2.167687444,1.928171632,31.57,31.93,29.790001,31.26,-1.600001,-4.869144709,-0.88,-1.4980002,-1.336,-1.311939327,8.601515506,-7.546814868,-4.251873314,-8.352560245,-7.585916438,-7.604874816,BUY,0.551120938,
1289,10/13/2011,1206.959961,1207.459961,1190.579956,1203.660034,1203.660034,4436270000,4.35158E+11,459545000,2138613000,2936064000,1753770485,5.77029E+11,1003569167,1063672813,1751350313,1550882945,1119238410,19631076.63,17746145.32,44169326.78,38426479.7,82.65362496,-2.302146568,-2.70981774,2.603564856,2.438119301,6.974488403,8.788039386,0,3.589966,10.07933479,7.808003101,1.290897898,56.34899308,-0.819546666,0.577111971,0.57564836,1.85145688,2.2917303,31.99,32.759998,30.48,30.700001,-0.559999,-1.791423544,-1.08,-0.8559998,-1.276,-1.599454461,5.324751317,-3.27676419,-5.411789529,-4.288834732,-7.010305546,-8.952262506,HOLD,0.274696168,
1290,10/14/2011,1205.650024,1224.609985,1205.650024,1224.579956,1224.579956,4116690000,4.39274E+11,-159790000,1067107000,1983965000,2076534606,5.81132E+11,3271293047,2077130086,1759345544,1938986181,1190787545,29178560.44,31924184.97,26569861.32,46798302.15,96.0689962,13.41537124,16.23083228,5.556612337,5.356535629,4.328581669,9.134050903,20.919922,0,10.85366245,7.250288594,1.4969973,59.95189902,3.602905946,1.39167964,1.3451843,1.08818445,2.392913353,29.07,29.959999,28.08,28.24,-2.460001,-8.013032312,-1.51,-1.4420002,-1.172,-1.647818212,0.851063785,-4.473687532,-3.875225861,-4.916856396,-4.333197576,-8.837483607,BUY,0.791405998,0
1291,10/17/2011,1224.469971,1224.469971,1198.550049,1200.859985,1200.859985,4300700000,4.34974E+11,-92005000,-974415000,115058000,1617238121,5.77598E+11,284745451.2,1312893123,1169584457,1587135923,1107483487,-5877461.573,-329167.5828,11337158.11,36479703.81,80.85803046,-15.21096574,-15.83337637,-0.897797249,0.112214805,1.79362951,6.239815852,0,23.719971,10.07840084,8.42669448,1.196008811,54.46284209,-5.489056938,-0.943075496,-0.451418703,0.131950518,1.650387109,30.35,33.389999,30.120001,33.389999,5.149999,18.23654037,1.344999,0.3929996,-0.1960004,-1.070848564,28.24467403,27.39361025,11.45996136,5.445578804,1.644223559,-5.294161024,SELL,-0.169204594,0
1292,10/18/2011,1200.75,1233.099976,1191.47998,1225.380005,1225.380005,4840170000,4.39814E+11,269735000,966778000,25577000,1483539576,5.80643E+11,-244783427.4,730809009.8,1267552938,1437653068,1206313548,7763001.511,17792135.5,13601132.47,32783816.97,95.12412484,14.26609437,17.64338593,-0.472435684,2.220053389,1.854111212,5.233322283,24.52002,0,11.10994507,7.824787732,1.419839803,58.67495035,4.212108263,-0.638474337,0.148881488,0.112667022,1.28587374,33.369999,34.709999,29.690001,31.559999,-1.83,-5.480683003,1.6599995,0.7729993,0.3289996,-0.756181988,18.51063199,-9.734042035,8.829784105,6.695125228,4.273815569,-3.16685089,HOLD,0.525635214,0
1293,10/19/2011,1223.459961,1229.640015,1206.310059,1209.880005,1209.880005,4846390000,4.34967E+11,-3110000,-808059000,15901000,1053168727,5.77279E+11,-159305144.2,-851371567.5,1219437.31,1055820689,1145010895,18763703.95,-3849988.865,6707097.251,24211872.75,85.33444233,-9.789682503,-10.29148233,2.238205935,-1.793756724,0.441676338,3.780555448,0,15.5,10.31637756,8.373017179,1.232097981,55.19909931,-3.475851041,0.368128611,-1.004629088,-0.357673621,0.800999616,32.919998,35.470001,31.91,34.439999,2.88,9.125475574,0.525,1.6769997,1.0799995,-0.372848667,33.82978012,15.31914812,2.792553043,8.920210696,7.466962581,-0.855681453,HOLD,-0.11948772,
1294,10/20/2011,1209.920044,1219.530029,1197.339966,1215.390015,1215.390015,4870290000,4.39838E+11,11950000,974582000,112052000,1117816182,5.80332E+11,-155109271.7,483991832.7,-191818108.5,1040822615,1167191067,-19561240.41,11782008.68,-966554.7687,19835178.57,88.81452288,3.480080548,4.078166392,-3.154800978,1.407979475,-1.003253478,2.916826352,5.51001,0,9.973065596,7.774944524,1.282718554,56.19258457,0.993485262,-1.241182889,0.171337641,-0.678237168,0.522482706,34.439999,36.869999,34.16,34.779999,0.34,0.987224187,1.61,0.705,1.4129998,-0.032788115,35.63829066,1.808510542,8.563829332,3.749999801,7.515955983,1.084629614,HOLD,0.209025997,
1295,10/21/2011,1215.390015,1239.030029,1215.390015,1238.25,1238.25,4980770000,4.44818E+11,4925530000,1988430000,1971358000,974358242.4,5.84985E+11,3852530794,1607856140,1446268406,986322738.2,1260873199,57931151.86,18585912.48,26765694.24,15157953.55,99.52512544,10.71060256,12.05951708,7.095341552,1.668308235,3.102458799,1.855329308,22.859985,0,10.89355984,7.219591343,1.508888706,60.14171543,3.949130857,2.47130806,0.53937805,0.88753809,0.267327036,32.759998,32.98,31.32,31.32,-3.459999,-9.948243529,-1.5599995,-0.0379997,-0.0919998,0.131939236,17.23404164,-18.40424902,-8.297869239,-0.202126053,-0.489360612,2.004129169,BUY,0.860137346,
1296,10/24/2011,1238.719971,1256.550049,1238.719971,1254.189941,1254.189941,4309380000,4.49128E+11,4645075000,4746209000,2847916000,1126638364,5.88153E+11,3910310592,3727289288,2272586687,1205784071,1316347669,74578301.05,60769245.4,33593054.63,19561851.68,98.70166816,-0.82345728,-0.827386327,4.943572638,5.081228003,2.134576974,1.855448217,15.939941,0,11.25401564,6.703906248,1.678725093,62.66880828,2.527092852,3.238111855,2.635825777,1.293033198,0.468183325,31.67,31.700001,28.84,29.26,-2.06,-6.577266922,-2.7599995,-1.8999996,-0.7719997,0.031454412,6.276595411,-10.95744623,-14.68084762,-10.10638031,-4.106381165,1.286981042,HOLD,0.745798454,
1297,10/25/2011,1254.189941,1254.189941,1226.790039,1229.050049,1229.050049,4473970000,4.44654E+11,-82295000,1875792000,2866309000,1095743758,5.84417E+11,-283689432.2,1542264003,2209598663,1154062276,1226668172,-17102513.14,23390578.68,31247115.7,16340320.64,84.8718255,-13.82984266,-14.01176183,-7.32664997,-1.265154944,0.89619116,0.866310479,0,25.139892,10.45015738,8.020762373,1.302888291,56.57626972,-6.092538562,-1.782722855,0.367814829,0.923056453,0.251943846,30.68,32.459999,30.32,32.220001,2.960001,10.11620301,0.4500005,-0.9739994,-0.9959995,0.127333345,22.02128074,15.74468533,2.393619554,-5.180847597,-5.297869399,1.496095049,SELL,-0.284589941,
1298,10/26/2011,1229.170044,1246.280029,1221.060059,1242,1242,4873530000,4.49527E+11,199780000,965285000,1921483000,1561455636,5.87637E+11,-258272870.9,422007083.8,1404077202,1135269023,1278018380,-19164644.72,-3824395.381,18744959.91,17638570.63,91.99579344,7.123967947,8.393796063,-3.352937357,-3.641783864,-0.829075882,0.676367225,12.949951,0,10.62871406,7.447850775,1.427084724,58.79830686,2.222037145,-1.935250708,-1.012276426,0.164599888,0.271745639,30.440001,33.299999,29.629999,29.860001,-2.36,-7.324642852,0.3000005,-0.1419996,-0.8939995,-0.004424152,9.468089922,-12.55319082,1.595747256,-0.755316981,-4.755316236,0.446181288,HOLD,0.342659546,
1299,10/27/2011,1243.969971,1292.660034,1243.969971,1284.589966,1284.589966,6367610000,4.55895E+11,5620570000,2517504000,2255266000,1958334303,5.91893E+11,3738102469,1444022442,1330110641,1353118201,1496372883,134852355.4,59142584.96,43267007.96,28202896.19,96.29626533,4.300471883,4.6746397,5.712219915,-0.009224055,-1.316359494,0.482185129,42.589966,0,12.91166063,6.915861434,1.866963466,65.11989037,6.321583505,4.271810325,0.957528341,0.608584846,0.56196988,24.719999,26.459999,24.700001,25.459999,-4.400002,-14.73543822,-3.380001,-1.3760003,-1.1120001,-0.396545339,3.426501353,-6.041588569,-9.297389695,-2.1103473,-2.442358606,-1.162228546,BUY,1.069991317,
1300,10/28/2011,1284.390015,1287.079956,1277.01001,1285.089966,1285.089966,4536690000,4.60432E+11,5452150000,5370110000,3384886000,2625752606,5.94637E+11,3500233243,3491635757,2044404643,1814018018,1498138696,110060158,103276607.3,63328676.4,39062154.15,96.5257389,0.229473573,0.238299556,2.264972728,3.926221209,0.707258131,1.029512518,0.5,0,12.02511344,6.421871331,1.872524818,65.18742,0.067529638,3.194556571,3.215503437,1.35808441,0.989757379,26.02,26.02,24.440001,24.530001,-0.929998,-3.652780976,-2.665,-2.7470002,-1.622,-0.939878582,0.401069519,-3.025431834,-4.533510202,-7.090222224,-3.034583118,-3.210898679,HOLD,0.760489551,
1301,10/31/2011,1284.959961,1284.959961,1253.160034,1253.300049,1253.300049,4310210000,4.56121E+11,113240000,2431896000,3383954000,2514902121,5.90365E+11,-764308089,1092827466,1889564401,1642581164,1391514863,-52429010.35,34225526.1,54981369.62,34826494.33,81.93584723,-14.58989167,-15.11502718,-7.180209048,-2.995036507,-0.134201108,-0.238573024,0,31.789917,11.16617677,8.233874593,1.35612665,57.55745982,-7.62996018,-3.781215271,-0.365501148,0.835149336,0.571967242,27.09,29.969999,27.01,29.959999,5.429998,22.13615075,2.25,-0.0630004,-0.9850004,-0.798727164,24.59892157,24.19785205,10.58621011,4.236706311,-0.391173875,-2.107990814,HOLD,-0.298284848,
1302,11/1/2011,1251,1251,1215.420044,1218.280029,1218.280029,5645540000,4.50476E+11,-4977875000,-2056739000,212358000,2162453273,5.85627E+11,-4505097839,-2307192695,-554807456.3,1260936545,1233765787,-132186454.2,-89444512.09,-19336320.54,25132205.66,65.86350901,-16.07233822,-19.61575887,-15.33111494,-10.58881606,-6.662498697,-1.445323047,0,35.02002,10.36859271,10.14717069,1.02182106,50.53963875,-7.017821071,-7.323890626,-5.137071502,-2.407976676,0.014683564,36.029999,37.529999,33.869999,34.77,4.810001,16.05474353,5.1199995,3.3360001,1.4319998,-0.475636297,46.03386364,21.43494207,22.81639706,15.20199389,9.430396764,-0.440649488,SELL,-0.772400361,
1303,11/2/2011,1219.619995,1242.47998,1219.619995,1237.900024,1237.900024,4110530000,4.54586E+11,-767505000,-2318120000,-1257281000,1581884182,5.8809E+11,-1137242818,-2437816121,-1661639931,729035074.4,1299964507,-45775177.81,-75227164.16,-65718966.1,14629158.3,74.86804971,9.004540704,13.67151681,-3.533898759,-8.104540578,-7.351866112,-2.458887673,19.619995,0,11.02940716,9.422372787,1.170555168,53.92883744,3.389198686,-1.814311192,-4.079356877,-3.702988711,-0.490848296,33.529999,34.27,32.549999,32.740002,-2.029998,-5.838360656,1.3900015,2.9440004,2.4800005,-0.110181697,36.98752674,-9.046336898,6.194302585,13.11943137,11.27548449,1.420916893,HOLD,0.275369484,
1304,11/3/2011,1238.25,1263.209961,1234.810059,1261.150024,1261.150024,4849140000,4.59436E+11,4479835000,1405292000,-352717000,1352692606,5.92236E+11,3304574015,807707571.8,-707658093.5,495754704.5,1391040121,78637166.9,6477449.536,-30574750.48,8694324.25,85.53857085,10.67052114,14.25243636,9.837530921,1.981271156,-2.904213362,-2.531553139,23.25,0,11.90230665,8.749346159,1.36036527,57.63367591,3.704838471,3.547018579,0.361784695,-1.873611057,-0.712668593,31.379999,34.650002,30.209999,30.5,-2.240002,-6.841789442,-2.135,-0.0409995,1.4720001,0.176363667,27.00534314,-9.982183601,-9.51426025,-0.182707219,6.559715241,2.820292184,BUY,0.775554538,
1305,11/4/2011,1260.819946,1260.819946,1238.920044,1253.22998,1253.22998,3830650000,4.55605E+11,509245000,2023620000,792663000,1009057152,5.93411E+11,2660562319,2749943341,1270242604,492442561.4,1366983573,33509532.92,49072897.05,10821175.42,4979468.415,81.90368926,-3.634881588,-4.249406497,3.517819775,5.87910619,1.961074591,-2.048736193,0,7.920044,11.05214189,8.690110291,1.271806861,55.98217361,-1.651502303,1.026668084,2.003244304,0.394346473,-0.778763217,31.459999,32.560001,30.139999,30.16,-0.34,-1.114754098,-1.290001,-1.6070002,-0.3869998,0.265575752,25.49019162,-1.515151515,-5.748667558,-7.161319964,-1.724598039,3.014714701,HOLD,0.195124757,
1306,11/7/2011,1253.209961,1261.699951,1240.75,1261.119995,1261.119995,3429740000,4.59035E+11,-200455000,951404000,1813601000,1009044848,5.96651E+11,2207640923,2685835477,2736998439,774942090.1,1388576337,-1231891.844,24177894.32,37664016.61,4854511.418,85.52478913,3.621099864,4.421168199,-0.006890862,2.833533665,4.635819978,-1.209708696,7.890015,0,10.82627568,8.069388127,1.341647658,57.29502701,1.312853399,-0.169324452,0.84470664,1.556411268,-0.55435611,31.4,32.150002,29.85,29.85,-0.31,-1.027851459,-0.325,-0.9010006,-1.2420002,0.214606018,24.10872995,-1.381461676,-1.448306595,-4.015154189,-5.53476025,2.303213802,BUY,0.361396242,
1307,11/8/2011,1261.119995,1277.550049,1254.98999,1275.920044,1275.920044,3908490000,4.62943E+11,3669115000,1395248000,1631253000,803874969.7,5.99995E+11,3291774292,2651679228,2822462829,887755777.8,1434444965,33730696.18,15180729.67,26649713.27,377347.4475,92.31722937,6.792440245,7.9420719,5.206770054,2.395707543,3.488457759,-0.762454222,14.800049,0,11.11011663,7.493003261,1.482732123,59.72179235,2.426765343,1.869809371,0.757720272,1.124726092,-0.53861248,29.34,30.49,27.469999,27.48,-2.37,-7.939698492,-1.34,-0.937,-1.1170004,0.224545442,13.54723262,-10.56149733,-5.971479501,-4.175579323,-4.977720143,1.849129835,BUY,0.656651478,
1308,11/9/2011,1275.180054,1275.180054,1226.640015,1229.099976,1229.099976,4659740000,4.58283E+11,-375625000,1194396000,503391000,447750606.1,5.95807E+11,-421869461.8,1053203082,1372663443,797967330.5,1263455141,-62560598.12,-26471666.7,-18770856.75,-12521693.62,70.8292928,-21.48793657,-23.2761931,-7.347748163,-2.643074914,-1.900501599,-1.10258514,0,46.820068,10.31653688,10.30207931,1.001403363,50.03505949,-9.686732865,-3.629983761,-1.541457703,-1.145761411,-0.941227834,31.32,36.43,30.98,36.16,8.68,31.58660844,3.155,1.563,0.864,0.608060636,52.22815954,38.68092692,14.0597148,6.965240642,3.85026738,2.770750955,SELL,-0.665278827,
1309,11/10/2011,1229.589966,1246.219971,1227.699951,1239.699951,1239.699951,4002760000,4.62286E+11,-328490000,509479000,1261125000,628331878.8,5.96992E+11,-1501520809,-316546561.8,631727500.8,957528918.5,1297975649,-68234657.81,-44279188.77,-26313704.27,-8804306.868,75.69412107,4.864828271,6.868384645,-8.31155415,-5.097994073,-2.711463271,-0.634100018,10.599975,0,10.33678246,9.566216506,1.080550754,51.93580362,1.900744138,-3.892994364,-2.576440302,-1.535270749,-0.712506154,33.09,35.5,32.119999,32.810001,-3.349999,-9.264377765,2.6650005,1.7560003,1.1610002,0.439151521,37.29946524,-14.9286943,11.87611631,7.82531328,5.173797683,1.957003214,HOLD,0.129875699,
1310,11/11/2011,1240.119995,1266.97998,1240.119995,1263.849976,1263.849976,3370180000,4.65656E+11,3686470000,1214236000,1258640000,1217717939,5.99577E+11,1884559869,-7055840.996,284772001.1,1379184264,1363628577,50086718,-17792865.54,-18636483.61,1016684.457,86.77770611,11.08358504,14.64259692,7.974206656,-1.17537415,-1.411727432,0.703965486,24.150025,0,11.32344264,8.882915327,1.274743957,56.0390084,4.10320478,3.001974459,-0.914760771,-1.029802594,-0.095664217,29.91,30.42,29.450001,30.040001,-2.77,-8.442547746,-3.0599995,0.4330004,0.5710003,-0.031939303,24.95543672,-12.34402852,-13.63636141,1.9295918,2.544564617,-0.14233201,BUY,0.749530233,
1311,11/14/2011,1263.849976,1263.849976,1246.680054,1251.780029,1251.780029,3219680000,4.62437E+11,75250000,1582996000,635998000,1280808061,5.9827E+11,638861927,997108407.1,31848421.03,1384857653,1332880175,17452262.92,27392803.01,-10295614.35,3682660.358,81.23823839,-5.539467724,-6.383514813,2.772058659,4.231042181,-0.620956865,0.885376735,0,12.069947,10.51462531,9.110560446,1.154113994,53.57720145,-2.461806949,0.820698915,1.472963068,-0.628523288,-0.010876833,31.42,32.849998,31.129999,31.129999,1.089998,3.628488561,-0.840001,-1.7860003,0.1179999,-0.148363703,29.81282531,4.857388592,-3.743319964,-7.959003119,0.525846257,-0.661157322,HOLD,0.075682828,-1
1312,11/15/2011,1251.699951,1264.25,1244.339966,1257.810059,1257.810059,3599300000,4.66036E+11,189810000,802972000,1565562000,1087306061,5.9954E+11,-18050656.42,633886662.1,874376070.5,1048173399,1350218595,-6704991.296,12598043.35,20843143.27,-2511513.314,84.00570345,2.767465057,3.406603973,-1.386001334,1.93952794,3.189693861,0.154707272,6.03003,0,10.19429707,8.459806129,1.205027268,54.64908691,1.07188546,-0.694960745,0.567804292,1.086945269,-0.287232151,31.74,32.549999,30.4,31.219999,0.09,0.289110192,0.589999,-0.3680008,-1.1560004,0.046605903,30.21389483,0.401069519,2.629229055,-1.639932264,-5.151516934,0.20769119,HOLD,0.233042767,
1313,11/16/2011,1257.810059,1259.609985,1235.670044,1236.910034,1236.910034,4085010000,4.61951E+11,-242855000,-751687000,-29080000,756413757.6,5.95879E+11,-1195469272,-982291594.5,-226253069.4,507331956.1,1282341247,-25269464.38,-22652357.26,-4467878.842,-9406388.992,74.41369663,-9.592006819,-11.41828046,-3.412270881,-3.43245634,-0.533285156,-0.718765236,0,20.900025,9.466132994,9.348393191,1.012594657,50.31289601,-4.336190906,-1.632152723,-1.610645172,-0.463573672,-0.623971888,32.66,33.509998,30.540001,33.509998,2.289999,7.335038672,1.1899995,1.0499991,0.2579992,0.274181661,40.41888146,10.20498663,5.303028075,4.679140374,1.149729055,1.221843407,SELL,-0.311752855,-1
1314,11/17/2011,1236.560059,1237.72998,1209.430054,1216.130005,1216.130005,4596450000,4.57355E+11,-4340730000,-1933149000,-1708939000,408814969.7,5.93459E+11,-3040943001,-1809480018,-1462691318,16462258.22,1205121108,-72548743.33,-45115455.02,-36755386.72,-14227949.34,64.87676163,-9.536934997,-12.81610164,-9.564470908,-5.867643709,-5.062643073,-1.395558812,0,20.780029,8.789980637,10.16493861,0.864735241,46.37308408,-3.939811932,-4.138001419,-2.594854304,-2.25961541,-0.884791632,33.150002,36.459999,32.889999,34.509998,1,2.984184004,1.6449995,1.2429996,1.1319993,0.397636121,44.87520945,4.456327986,7.330657308,5.539213904,5.04456016,1.771996975,SELL,-0.621263456,-1
1315,11/18/2011,1216.189941,1223.51001,1211.359985,1215.650024,1215.650024,3827610000,4.53527E+11,-4212030000,-4212366000,-2650100000,-377714242.4,5.92334E+11,-1772343020,-2403961758,-1795313517,-472209414.4,1203610431,-39365408,-51704463.07,-40363697.62,-18482116.37,64.65647572,-0.22028591,-0.339545169,-4.878610453,-6.758461817,-5.229246715,-2.07624725,0,0.479981,8.162124877,9.47315592,0.861605673,46.28293119,-0.090152881,-2.014982407,-2.903827909,-2.286454336,-1.124136938,33.16,33.990002,31.92,32,-2.509998,-7.273248755,-0.754999,0.3340003,0.5030001,0.312908897,33.68983512,-11.18537433,-3.364523173,1.488414884,2.241533422,1.394424675,HOLD,-0.336082228,-1
1316,11/21/2011,1215.619995,1215.619995,1183.160034,1192.97998,1192.97998,4050070000,4.49477E+11,-3938840000,-4125000000,-4154234000,-1131318909,5.90734E+11,-1362106419,-1655742310,-2115688372,-819081405.6,1128082718,-38519194.77,-46428626.18,-52300256.84,-23436178.63,54.25212373,-10.40435199,-16.09174003,-5.312318948,-6.070500459,-6.926438033,-2.873982005,0,22.670044,7.579115957,10.41579078,0.727656317,42.11811746,-4.164813735,-2.127483308,-2.467448853,-2.909190372,-1.385563767,34.59,35.290001,32.529999,32.91,0.91,2.84375,-0.799999,-0.4309992,0.1870004,0.234848339,37.74509358,4.055258467,-3.565057932,-1.920673797,0.833335116,1.046561227,SELL,-0.675489297,
1317,11/22/2011,1192.97998,1196.810059,1181.650024,1188.040039,1188.040039,3911710000,4.45565E+11,-3980890000,-3941824000,-4064936000,-1721871091,5.9012E+11,-1106841725,-1161453672,-1424095181,-904817868.7,1111884947,-45862741.62,-35523619.4,-41795098.8,-23058348.76,51.98495191,-2.267171822,-4.178954971,-6.335761904,-4.907978114,-5.548212733,-2.963488718,0,4.939941,7.037750532,10.02465866,0.702043907,41.2471091,-0.871008363,-2.517911049,-1.954273867,-2.238654044,-1.348753247,33.119999,33.389999,31.280001,31.969999,-0.940001,-2.856277727,-0.0150005,-0.6709997,-0.4679996,-0.089575909,33.55614082,-4.188952763,-0.066847148,-2.990194742,-2.085559715,-0.399179631,HOLD,-0.470600123,
1318,11/23/2011,1187.47998,1187.47998,1161.790039,1161.790039,1161.790039,3798940000,4.41766E+11,-3855325000,-3919387000,-3913844000,-2619644727,5.86321E+11,-2206523689,-1865197773,-1648820388,-1357239341,1027946552,-50068083.43,-54318940.81,-44607459.6,-34748480.03,39.93758934,-12.04736257,-23.17471139,-7.157267198,-7.642383097,-6.254986839,-4.653777312,0,26.25,6.535054065,11.18361161,0.584342008,36.88231487,-4.364794222,-2.617901292,-2.907285732,-2.40173605,-1.971869048,32.91,34.57,32.68,33.98,2.010001,6.287147522,0.535,0.4999999,-0.1089997,0.219878697,42.51336453,8.957223708,2.384135472,2.228163547,-0.485738414,0.979851591,SELL,-0.890757143,
1319,11/25/2011,1161.410034,1172.660034,1158.660034,1158.670044,1158.670044,1664200000,4.40102E+11,-2731570000,-3192349000,-3456049000,-3141133394,5.8466E+11,-2730380097,-2202354272,-1976193467,-1706362424,1023477331,-44203808.06,-39775455.74,-46040236.56,-41526370.17,38.50567654,-1.4319128,-3.585376142,-6.739637687,-5.928670416,-6.661613276,-5.723403465,0,3.119995,6.068264489,10.60763899,0.572065517,36.38941959,-0.492895282,-2.428844752,-2.155088782,-2.502282579,-2.335726563,34.610001,34.77,33.119999,34.470001,0.490001,1.442027663,1.250001,0.6690004,0.6010002,0.359151606,44.6969697,2.183605169,5.570414439,2.981285205,2.678254011,1.600497353,HOLD,-0.666119072,
1320,11/28/2011,1158.670044,1197.349976,1158.670044,1192.550049,1192.550049,3920750000,4.44023E+11,1128275000,-629137000,-1637134000,-2955185030,5.87607E+11,642925428.6,-920108762.2,-1171515324,-1572905598,1138121729,55087588.8,7424112.509,-6832959.465,-34346815.32,54.05480813,15.54913159,40.38140084,7.058609395,0.477765585,-1.387390658,-4.755220474,33.880005,0,8.054817383,9.849950494,0.817752068,44.98699697,8.597577381,4.05234105,1.072676835,0.088006953,-1.768637309,31.93,33.110001,29.469999,32.130001,-2.34,-6.788511552,-0.9249995,0.0970007,0.0940004,0.166000273,34.26916221,-10.42780749,-4.122101159,0.432266934,0.418896613,0.739751661,BUY,0.35470127,1
1321,11/29/2011,1192.560059,1203.670044,1191.800049,1195.189941,1195.189941,3992650000,4.48015E+11,3956700000,2266835000,715707000,-2503875394,5.85895E+11,617751300.2,166871827.1,-716466433,-1474889482,1146960071,61741369.81,47168495.57,18032542.46,-26001646.23,44.92592156,-9.128886564,-16.88820455,3.210122513,3.051412827,-8.42E-05,-4.257633411,2.639892,0,7.668036998,9.146382602,0.838368274,45.60393508,0.616938106,4.607257743,3.4762438,1.681833407,-1.198053573,31.76,32.02,30.559999,30.639999,-1.490002,-4.6374166,-1.915001,-1.2360003,-0.4509999,-0.061090697,36.99282816,2.723665952,-3.852070767,-2.698941658,-0.137082763,0.23850183,HOLD,-0.082357526,1
