OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,AD3DaySlope,AD4DaySlope,AD5DaySlope,SlowSto1DaySlope,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,BuySell
-3911285000,-1613104000,106605000,507658781.2,1669379405,2097208825,-17.97079404,20.629999,2.259998,12.30265584,0
-374410000,-1744803000,-934843000,576402260.4,1072226817,1658517888,18.50646278,19.559999,-1.07,-5.186621677,0
2382630000,2841987000,3291955000,1559380308,1450823813,1472733740,0.813569136,15.45,-1.04,-6.306852638,0
-614715000,803631000,1636202000,733187946.1,1181984816,1235412317,-2.396047738,16.469999,1.019999,6.601935275,0
-261275000,-22590000,725599000,990380187.5,934421837.9,1166541787,0.891328703,17.67,1.200001,7.285981013,0
2235460000,786017000,596043000,1044157967,924289860,909014402.8,0.541868035,17.52,-0.15,-0.848896435,0
2346415000,2253435000,1281148000,-224425943.7,370609060,515213290.9,-1.54770775,17.280001,-0.239999,-1.369857306,0
121830000,1038071000,1412199000,-868327454.3,-444651507.3,25447016.38,-2.120563068,17.52,0.239999,1.388883021,0
-15750000,796909000,440105000,2724484633,2475986397,2053411939,4.764053949,17.02,-0.359999,-2.071340741,0
4223740000,1886737000,1803903000,-480162985,-1087375272,-767794606.3,0.484068089,17.5,0.1,0.574712644,0
185730000,1800934000,1050534000,-729335640.7,-714644938.3,-1041292479,-0.252568154,17.25,-0.25,-1.428571429,0
3911760000,3936574000,2309474000,3107477136,3288724475,2768240979,7.764657486,14.69,-0.38,-2.521566025,0
3816400000,1549217000,1452439000,1128612986,-134552013.8,-189069546.5,15.28497048,18.26,-1.350001,-6.884247482,0
-285110000,1418718000,706490000,-532513334.3,-22745504.01,-481069340.7,-17.94463947,21.32,3.06,16.75794085,0
-112125000,575759000,1424688000,-1111839329,-393200968.7,-99793203.71,5.267084332,22.73,1.41,6.613508443,0
4381355000,1792288000,1616073000,-463556073.4,-1093912139,-620795628.8,3.430792513,21.85,-0.88,-3.871535416,0
4190560000,4159857000,2507645000,342077947,261210451.1,-400615767.3,6.097221927,19.99,-1.86,-8.512585812,0
3760405000,4077647000,4094816000,2762221111,1391650929,987881604.4,15.25200735,18.860001,-1.129999,-5.652821411,0
-83905000,-1636871000,-2338962000,-3269671712,-3263666941,-2552002803,4.145873987,19.91,0.039999,0.201303462,0
-149245000,-951906000,-1697883000,-2924762740,-3216483078,-3230209443,-8.992961023,20.799999,0.889999,4.470110497,0
-57905000,747424000,-86573000,-203084035.5,-1206980562,-1974054847,7.387478395,19.530001,-1.269998,-6.105759909,0
-159790000,1067107000,1983965000,3271293047,2077130086,1759345544,13.41537124,28.24,-2.460001,-8.013032312,0
-92005000,-974415000,115058000,284745451.2,1312893123,1169584457,-15.21096574,33.389999,5.149999,18.23654037,0
269735000,966778000,25577000,-244783427.4,730809009.8,1267552938,14.26609437,31.559999,-1.83,-5.480683003,0
1875000,-1558910000,-398903000,-1554736123,-1468601616,-4181901.448,9.415290081,27.84,0.32,1.162790698,0
3941145000,1536200000,-15765000,-17471621.85,-1058136010,-1166246376,1.037324627,28.129999,0.289999,1.041663075,0
-243975000,-1812685000,-2484004000,-2407024314,-2474298069,-2235351199,2.932876119,25.110001,-0.93,-3.571428434,0
4578070000,1838389000,98461000,-2046775600,-2320644374,-2394286857,2.917935821,24.290001,-0.82,-3.265631093,0
3841765000,4036088000,4086967000,1930433491,2531782877,2958234018,-3.768049338,18.67,0.389999,2.133473625,0
38675000,1574082000,2459525000,1332178360,1967917714,2356322564,-0.825353173,18.91,0.24,1.285484735,0
358675000,977122000,1687911000,3085040991,2107109663,2272625465,3.022514293,18.309999,-0.600001,-3.172929667,0
-55580000,-700325000,64973000,565194016.8,1499346556,1375957149,-9.357092837,18.57,0.260001,1.419994616,0
-4264725000,-1687769000,-1573536000,-950402157.8,233591957.5,966894336.5,-2.075892004,18.530001,-0.039999,-0.2153958,0
166155000,1749701000,2464962000,616470927.2,1531477309,1910555009,-6.126975322,20.790001,2.160002,11.59421426,0
-129770000,797347000,1642647000,794684843,1030216053,1502305265,6.008560674,19.040001,-1.75,-8.417508013,0
-135740000,-882914000,-13788000,2901042252,1716039729,1565942240,-0.835814682,19.540001,0.5,2.626050282,0
3170700000,3329346000,3319616000,1024069281,877999542.6,512533298.3,0.592702595,15.28,-0.04,-0.261096606,0
2943795000,3044775000,3192514000,1540059501,1464295155,1220173372,3.136759126,14.74,-0.54,-3.534031414,0
133995000,1293078000,1910637000,2089981417,1636182864,1553632179,-1.798314182,13.7,-1.04,-7.055630936,0
3661425000,3540315000,2143406000,1010460522,1682773715,926212510.7,0.180317394,15.87,0.81,5.378486056,0
445860000,1671171000,2253849000,-822886256.8,-92625800.39,723278435.9,-5.266118478,16.639999,0.769999,4.851915564,0
-202720000,756175000,1437585000,714351926.8,1601619430,2074989991,3.815221126,13.83,-0.73,-5.013736264,0
59660000,-770694000,57894000,1265496966,728018089.8,1314974371,-3.676023185,13.79,-0.04,-0.28922632,0
-3453285000,-1375181000,-1450470000,251051623.7,863621612.9,639260813.3,-3.804472535,13.62,-0.17,-1.232777375,0
111415000,-554749000,118226000,283130720.3,576797285.9,1165995520,-5.77838161,14.32,1.01,7.588279489,0
-3863345000,-1505796000,-1410835000,-2435212794,-826438207.5,-260804187.8,-3.442705459,14.28,-0.04,-0.279329609,0
-81780000,-1567099000,-760815000,353135280.4,-739972427.6,-232536158.6,9.51232252,12.9,-1.38,-9.663865546,0
223160000,-682436000,-1472430000,60185325.24,-402535829.6,-879383931.6,-15.01296272,14.67,1.77,13.72093023,0
114180000,880404000,57592000,-446778480.2,394498169.9,-25420214.86,12.93844909,13.72,-0.95,-6.475800954,0
3614965000,1513815000,1558086000,2735774207,925654765.2,1029028117,0.710274857,13.41,-0.31,-2.259475219,0
-1505000,1445762000,768063000,2543264893,2520856448,1385749407,-2.33631199,13.5,0.09,0.67114094,0
-314215000,533484000,1319999000,2292708649,2530845180,2520046121,4.45060607,13.02,-0.48,-3.555555556,0
151025000,-695144000,-3035000,1965484353,2008571287,2262041428,-0.765427149,12.94,-0.08,-0.614439324,0
365135000,846516000,50573000,844986504,1446433287,1648174932,-1.221524429,12.64,-0.3,-2.318392581,0
3400125000,1576282000,1493487000,253077814.9,560693216.9,1056422168,-1.141356037,12.98,0.34,2.689873418,0
3572810000,3506585000,2255203000,1162015999,845970536.7,853416564.1,0.82955393,12.66,-0.32,-2.465331279,0
3266545000,1284837000,1249744000,2525032327,1675408341,1781672652,2.424067172,11.3,-0.53,-4.480135249,0
-858295000,753098000,269775000,2364207020,2255837899,1779153384,-3.226212367,11.3,0,0,0
-4170205000,-1981930000,-533123000,504295241.4,1453124258,1684572431,-10.64502544,13.36,2.06,18.2300885,0
-3480385000,-3957442000,-2569513000,-78263191.17,321878232.7,1015236580,-5.467331624,14.39,1.03,7.709580838,0
-223560000,-1463125000,-2453583000,1039904537,542031081.7,602027273.3,13.19170205,12.67,-1.72,-11.95274496,0
52910000,-772208000,-1415702000,-187755948,130281064.7,101573251.8,-16.42273815,13.99,1.32,10.41831097,0
-147445000,591933000,-137820000,122253653.5,416809091.4,427312086.8,14.10757934,13.57,-0.42,-3.002144389,0
-114895000,-747080000,-54283000,603591209.8,-69505011.49,190784835.4,-7.984565587,13.74,0.17,1.252763449,0
-154455000,474024000,-143739000,733581402.4,1065879013,463052264.3,15.11899296,12.77,-0.97,-7.059679767,0
-22475000,-680010000,-85839000,2557490952,1417635406,1411149145,-1.151494022,13.15,0.38,2.975724354,0
195115000,686426000,11769000,2425658131,2523901075,1775194004,1.299899195,12.7,-0.45,-3.422053232,0
275665000,-378420000,140299000,726010626.4,1386726376,1798532258,-8.539169214,13.58,0.88,6.929133858,0
82815000,-660179000,54746000,1056214827,254818920.5,507364762.9,-4.787610567,13.02,0.57,4.578313253,0
3040855000,3190482000,3212999000,2207927441,2047157341,1528121690,-0.739436715,12.29,-0.25,-1.993620415,0
-158525000,1173572000,1895751000,-481491053,813206856.4,1170933651,-3.10027315,12.66,0.37,3.010577705,0
-3216150000,-1405569000,-101823000,-1995077440,-1070689698,-11158210.19,-4.658772553,13.18,0.52,4.107424961,0
-6810000,-1266552000,-709364000,493415127,-518217809.3,-394245858.4,3.113078171,12.97,-0.21,-1.593323217,0
3042635000,1156995000,-70768000,2796829779,1394001314,419383960.9,1.011212179,12.72,-0.25,-1.927525058,0
-38875000,1249702000,590253000,1014114959,1747980560,1162377990,-4.564871555,13.39,0.67,5.267295597,0
-3057990000,-3183946000,-3146634000,-2069142581,-2135426900,-2235709993,-11.92653978,15.1,0.73,5.080027836,0
44780000,-1227020000,-1921314000,-1439327316,-1543344229,-1762799893,-0.846040026,14.91,-0.19,-1.258278146,0
30955000,-553377000,-1201858000,-938347078.1,-1412611419,-1490861327,-12.74434075,15.94,1.03,6.908115359,0
-34970000,-1237355000,-667575000,1387268655,946887792.8,689353087.3,13.13599879,15.54,-1.06,-6.385542169,0
-383880000,-687202000,-1021010000,-18340317.8,316592273.7,166692023.8,-15.86594981,14.23,0.51,3.717201166,0
-2927435000,-1370669000,-1243954000,-1524444006,-597888713.6,-181417520.7,-0.590841785,13.76,-0.47,-3.302881237,0
-3034560000,-3022343000,-1952863000,-1606588875,-1596624007,-954860478.2,-4.764049043,13.55,-0.21,-1.526162791,0
108450000,-1096696000,-1734506000,169817756.9,-501422842.4,-863168274.6,9.248947489,12.92,-0.63,-4.649446494,0
-70195000,-679397000,-1220212000,1825558319,768658714.6,121551329.1,-0.439206447,12.87,-0.05,-0.386996904,0
-35495000,667014000,15143000,1123407742,1467723240,882401863.5,0.720738213,12.89,0.02,0.155400155,0
3458430000,1337531000,1348195000,1794401805,1602979028,1672665598,4.05631422,12.14,-0.75,-5.818463926,0
-127820000,1331224000,626360000,102641323.5,568171855.4,849299987.3,-28.44697107,13.28,1.14,9.390444811,0
-119040000,570154000,1310192000,282953694.4,760354503.1,851470464.5,24.16214345,12.28,-1,-7.530120482,0
3565535000,1397243000,1351278000,2593834897,1083894185,1135181227,9.99576316,12.28,0,0,0
143245000,1469708000,722789000,1780632853,2229325661,1344201598,-3.005420303,12.53,0.25,2.035830619,0
-3558715000,-1351020000,31377000,143150466.2,837371838.9,1450920716,-8.678414101,12.44,-0.09,-0.718276137,0
186390000,-540055000,206157000,1553087732,1214506557,1031948575,-0.284965848,13.89,-0.21,-1.489361702,0
-16270000,780670000,98280000,-452259490.8,662987954.8,733967097.5,-1.446871103,14.21,0.32,2.303815695,0
2895340000,1037615000,-275651000,2087888977,690236939.8,-259376031.5,9.213905273,14.52,-1.12,-7.16112532,0
-179510000,1043460000,422270000,963009522.8,1363763266,673370477.8,-7.881900257,15.12,0.6,4.132231405,0
19165000,561635000,1129900000,1198721349,1378610548,1507246035,7.717128433,14.52,-0.6,-3.968253968,0
-971585000,-1236960000,-456605000,-446322519.6,-109621267.5,446419071,-4.011139171,15,0.48,3.305785124,0
53055000,687893000,1205782000,-423681088.5,-277963430.7,335272787,3.883222734,13.32,0.05,0.376789751,0
-10595000,-612890000,32317000,-609589764.7,-754837257.4,-547306762.6,-18.34292442,14.06,0.74,5.555555556,0
410830000,882745000,183435000,-87871019.08,-39765818.89,-326538796,7.272101785,13.97,-0.09,-0.640113798,0
3841250000,1744312000,1614428000,1839570289,707457318.1,474418005.8,10.73311297,13.71,-0.26,-1.861130995,0
3713525000,3803301000,2417992000,2492659078,2207071748,1329829281,6.777607354,13.41,-0.3,-2.188183807,0
181245000,1581016000,2351703000,1630221384,1868930518,1886448485,-0.325490662,13.25,-0.16,-1.193139448,0
-3288150000,-1180795000,206399000,-811411596.4,443995078.3,998543269.4,-3.063238847,12.91,-0.34,-2.566037736,0
-212915000,-1468727000,-670298000,313234629.3,72949252.32,615100085.9,4.245076136,13.29,0.38,2.943454686,0
-296765000,-852554000,-1476549000,-420756789.2,-561662580.3,-430220428.4,-20.42939461,13.8,0.51,3.837471783,0
152845000,579100000,-83381000,34545595.9,433725284,54960732.22,12.65072894,13.4,-0.4,-2.898550725,0
119765000,-563024000,-40231000,997009067.5,-60337440.3,237410030.5,-3.111377992,13.43,0.03,0.223880597,0
-184200000,640023000,11411000,787780641.1,1351340437,528332308.3,3.437015784,12.92,-0.51,-3.797468354,0
3015380000,1093704000,1217218000,2907448742,1621558762,1719339252,21.91272836,12.23,-0.69,-5.340557276,0
2960710000,2984506000,1713680000,623916933.1,1551418776,1146168778,-4.61557022,12.13,-0.1,-0.817661488,0
46810000,1221376000,1817018000,-1519970160,-219798080.4,679774819.3,-10.15820067,12.17,0.04,0.329760923,0
-3187350000,-1319912000,-81294000,-1332642562,-1421413425,-587484283.5,-20.13442788,13.17,1,8.216926869,0
2838240000,2923355000,2914491000,1403652344,1935486316,2129973189,-3.062632558,11.15,0.42,3.914259087,0
54910000,1173454000,1785126000,1292293247,1628966417,1908417707,-0.355441302,10.99,-0.16,-1.434977578,0
-2706490000,-1050476000,63682000,1077168607,893360751.1,1250787030,-7.226466808,11.6,0.61,5.550500455,0
3644195000,3401298000,3266711000,2541447051,2633629959,2520340075,-0.560990631,10.85,0.23,2.165725047,0
809305000,1804852000,2256035000,1942300168,2203579929,2377657575,-0.330655416,10.98,0.13,1.198156682,0
-280425000,-627062000,-102107000,1576129752,1547105573,1381855154,-2.123479134,12.25,0.16,1.323407775,0
-2814980000,-1293247000,-1186731000,-305061479.4,582978914.2,894679741,-4.402250948,12.36,0.11,0.897959184,0
-2941195000,-2891709000,-1851644000,-1447696707,-749968270.9,-9639077.993,-4.516535219,12.64,0.28,2.265372168,0
-127055000,-1226468000,-1765053000,715669895.3,-161824045.1,-125295975,9.45571537,12.09,-0.55,-4.351265823,0
14605000,-631130000,-1196047000,1446521417,733654787.3,142663863,-5.799343106,12.66,0.57,4.714640199,0
-2835960000,-1134995000,-1182285000,-730806069.5,414480641.7,283249813.7,-12.31327771,13.5,0.84,6.63507109,0
14800000,-1116130000,-555430000,481357275.1,157601717.9,624990262.8,6.814549279,12.88,-0.62,-4.592592593,0
2927060000,1182630000,39400000,2670161822,1391097554,872013756,1.654299983,12.8,-0.08,-0.621118012,0
-132440000,1088434000,538356000,844696619.9,1540664241,1064453922,-11.19457686,13.31,0.51,3.984375,0
-132440000,1408268000,2060414000,219160772.2,254427121.1,734078094.5,-2.014358453,12.25,-0.37,-2.9318542,0
-323840000,404820000,1252872000,304608087.2,665744305.5,540394027,2.287537239,12.07,-0.18,-1.469387755,0
120310000,-671170000,-69620000,516194503.6,19155329.64,355063727.7,-2.670181451,13.33,1.26,10.43910522,0
-3331825000,-1425981000,-1438204000,-1753727895,-475671611.5,-476409022.4,-5.535131058,14.16,0.83,6.226556639,0
-236180000,-1309001000,-712713000,211101090.9,-490933347.8,-59827341.21,5.139203933,12.85,-1.31,-9.251412429,0
3649665000,1310761000,79900000,2372536393,1031099319,289743617.4,2.847501981,12.5,-0.35,-2.723735409,0
102170000,1528565000,676329000,1547413893,1922038786,1177913272,-1.348810894,12.38,-0.12,-0.96,0
3206735000,4200652000,4499981000,1134200642,1280867934,1994703805,-3.068313967,14.8,-0.45,-2.950819672,0
813485000,1803342000,2933751000,-1175947681,163901335.6,585112632.2,-1.064646478,14.37,-0.43,-2.905405405,0
159125000,866962000,1509041000,-647793751.5,-812815345.9,-40626779.92,1.668154352,14.5,0.13,0.904662491,0
93960000,-589594000,-1282390000,2976017027,2275772169,2262807671,-0.493513677,14.56,0.26,1.818181818,0
53080000,706960000,46924000,2323399240,2629393230,2278104590,-1.062516031,13.69,-0.87,-5.975274725,0
-56250000,-641870000,25700000,647302787.1,1403318051,1914007774,-2.336431775,13.84,0.15,1.095690285,0
2990135000,3071011000,1798132000,1850435849,2253661194,1441458486,0.976253028,12.73,0.35,2.827140549,0
-203920000,1094091000,1780023000,451230936.1,1056607388,1590033771,-2.939651846,12.85,0.12,0.942655145,0
-3160955000,-1359719000,-109112000,-1059459592,-221036885,406636689.8,-4.01157249,12.88,0.03,0.233463035,0
-22090000,1394107000,2147783000,871856432.1,1816767557,2375952419,-4.521748136,15.75,0.77,5.140186916,0
17355000,715978000,1476973000,550982504.5,-78323661.67,526094522.5,3.893270549,13.1,-0.85,-6.093189964,0
132140000,-660301000,31333000,939637423.9,254860918,-65969330.59,-2.50977231,14.12,1.02,7.786259542,0
-3820315000,-1515763000,-1494756000,-2192753084,-488213326.7,-468780747.1,-7.910265963,15.42,1.3,9.206798867,0
84105000,725258000,42927000,210879619.1,-308234274.3,-482835661.2,4.857993954,11.68,-0.37,-3.070539419,0
211250000,-507419000,117191000,1367672345,610030542.6,130904305.9,-0.884276521,11.55,-0.13,-1.113013699,0
38935000,750243000,91466000,606497420.9,974533557.5,600485285.1,0.425271091,11.81,0.26,2.251082251,0
-58935000,-627706000,68713000,-1512673657,-576336408.1,63298959.34,-5.936773217,12.64,0.83,7.027942422,0
96255000,661672000,42289000,-99713678.17,-329732272.2,-99821234.36,2.013589719,12.19,-0.45,-3.560126582,0
3344740000,1386815000,1333573000,3139793477,1226233221,630905192.2,2.374733529,11.43,-0.76,-6.23461854,0
107885000,1411461000,750604000,2834523928,2926487710,1721882795,-1.55835498,11.34,-0.09,-0.787401575,0
-2931175000,-1077014000,187003000,1819421829,2316660616,2550590908,-1.051283188,12.27,0.93,8.201058201,0
131970000,-1124013000,-490293000,-844712967.1,332763423.9,1159808750,1.396256176,12.38,0.11,0.896495518,0
-53395000,-561153000,-1167434000,-2192993243,-1232676646,-318371159.1,-10.2647134,13.45,1.07,8.642972536,0
-3058795000,-1237658000,-1181409000,-1327386253,-1824977480,-1307438336,-2.977237523,13.63,0.18,1.338289963,0
-3155825000,-3134910000,-1895447000,-1231004989,-1291330461,-1635076543,-2.863286487,13.65,0.02,0.146735143,0
-343780000,-1431295000,-1992195000,86379252.65,-438077730,-742603797.8,9.466433181,12.94,-0.71,-5.201465201,0
-176010000,-842830000,-1401490000,652386942.1,160010304.1,-214171368.1,-5.729686836,13.12,0.18,1.391035549,0
-3386595000,-1536203000,-1527352000,967576595.6,994272758.5,552059727.7,-9.383255691,13.42,0.3,2.286585366,0
-3579255000,-3426232000,-2179425000,2163296846,1469198791,1319788834,-10.63797192,13.48,0.06,0.44709389,0
-37940000,719752000,1414894000,-682059029.6,400072503.1,1139764754,22.94838708,13.29,-0.73,-5.206847361,0
517895000,-546695000,128018000,1049284390,10225818.33,500885224.2,-9.465891673,13.57,0.28,2.106847254,0
-3444220000,-1128285000,-1289285000,-218299013.6,288986867.8,-150286339.3,-14.3392279,13.63,0.06,0.442151805,0
77830000,-1269656000,-450554000,-662379899.3,-231483384.2,111101993.6,12.37113024,12.99,-0.64,-4.695524578,0
2501620000,3030218000,3251296000,2501620000,2600937070,2760867202,0.066174691,12.34,-0.09,-0.724054706,0
-960525000,607737000,1591430000,-518289205,873078477,1482137031,-8.976629904,13.15,0.81,6.564019449,0
100455000,185088000,848725000,-1203704541,-508960565.5,415508342.7,2.269172323,12.9,-0.25,-1.901140684,0
1535000,1508569000,974082000,2217651596,1969364542,1270518191,-1.20175105,11.67,-0.18,-1.518987342,0
-210965000,626706000,1423005000,1751841783,1969766717,1886870307,1.694654574,11.32,-0.35,-2.999143102,0
61140000,-757873000,-17123000,-886786493.2,230225771.2,882714397.8,-6.273970701,11.56,0.24,2.120141343,0
-1608805000,-285077000,-715680000,-2484744406,-1379396539,-470518347.6,-0.290139633,11.49,-0.07,-0.605536332,0
1810205000,120840000,426777000,934265594.5,-579911524.4,-477957240.6,4.615696755,11.26,-0.23,-2.001740644,0
79140000,409525000,-249825000,3276606498,1802441255,503597955.8,-4.750788831,11.54,0.28,2.486678508,0
-190430000,625652000,663738000,1270831980,2141902488,1537360329,3.535149678,11.23,-0.31,-2.686308492,0
-251860000,-881628000,-107174000,-23542752.47,826601343.7,1555391894,-6.895268689,11.87,0.64,5.699020481,0
-134870000,484960000,-180492000,1783667709,987264267.6,1217091325,3.297595031,12.48,0.61,5.139005897,0
74640000,-699188000,-97862000,1078670963,1072746826,778784825.9,-8.776388537,12.78,0.3,2.403846154,0
179500000,785678000,32780000,-437080521.6,598142256.9,754369067.4,8.049973972,11.54,-1.24,-9.702660407,0
-284300000,414240000,-212180000,-1354713800,-234768404.7,265012814.5,-2.36773552,12.39,-0.5,-3.87897595,0
74385000,-766333000,-139962000,-199531299.4,-1013126534,-380358692.5,-8.727221636,12.87,0.48,3.87409201,0
-133870000,574939000,-152391000,-733493227.2,-399422721.9,-875189070.7,1.51188559,14.05,1.18,9.168609169,0
3951340000,1638861000,1611329000,3199337082,2981506546,2726752439,11.38177054,10.57,0.11,1.051625239,0
3484790000,3753650000,2277894000,2572035896,2754795787,2757755861,-2.503123906,9.77,-0.8,-7.56859035,0
-112075000,1337741000,2232664000,407171048.9,1466737809,1957010432,-6.012172636,9.96,0.19,1.944728762,0
-5030000,660455000,1369489000,1369246270,1223768330,1657947076,3.320212099,10.21,0.25,2.510040161,0
107230000,-1145226000,-474336000,-116591845.4,-584291710.6,3080291.792,3.423628691,10.39,-0.06,-0.574162679,0
3650580000,1540226000,227590000,1121016262,178610101.9,-231590457.3,0.584243198,10.16,-0.23,-2.213666987,0
-149240000,1355032000,713312000,169190029.3,749761817.8,245242525.9,-6.905206155,10.7,0.54,5.31496063,0
-4027545000,-1700603000,-180634000,1739118261,1101670919,1177891815,-2.362338857,11.46,0.76,7.102803738,0
3832540000,1807258000,428836000,-868831431.2,-590731093.7,194949192.6,0.213689684,9.6,0.17,1.802757158,0
-219250000,1456570000,898372000,313730409.4,-230858101.2,-258115652.8,-5.924019735,10.11,0.51,5.3125,0
-3645145000,-1519533000,31108000,1685479455,971831243,389405291.4,-4.237707775,10.29,0.18,1.78041543,0
-3381990000,-3557327000,-2169525000,32816489.5,584480460.4,475714650.6,-2.29773676,10.26,-0.03,-0.29154519,0
-4175000,-1337857000,-2136126000,-367247887.8,232711671.5,533855924.8,7.722800873,10.09,-0.17,-1.656920078,0
3469720000,1387155000,34257000,1752286052,544551543.4,640591439.2,1.557274227,10.28,0.19,1.883052527,0
-83220000,1336184000,658986000,893883759.5,1173258822,561111559.1,-6.905986626,10.44,0.16,1.556420233,0
-204940000,556108000,1289268000,180492249.9,701515167.4,951888072.8,5.961399992,10.03,-0.41,-3.927203065,0
3083460000,1080084000,1159108000,1765453499,1038480987,1099833353,5.207849652,9.93,-0.1,-0.997008973,0
719355000,1100582000,1602895000,2778698351,2748056681,2779931621,3.465491802,10.17,-0.27,-2.586206897,0
4023735000,1875220000,1744083000,2331564593,2095523766,2302820848,-4.891670295,10.15,-0.02,-0.196656834,0
3221700000,3708401000,2381169000,697935810.1,1855708405,1856966583,3.055717178,10.18,0.03,0.295566502,0
3389555000,3316933000,3609656000,2381142152,1530264290,2024669860,1.169168418,9.78,-0.4,-3.929273084,0
299575000,1507476000,2086421000,697475762.6,1211896375,1034393059,-8.349608743,9.67,-0.11,-1.124744376,0
-32450000,746447000,1402757000,25316703.88,789959548.6,1102078695,1.770353005,9.59,-0.08,-0.827300931,0
114120000,1617898000,820172000,1101007516,-6993506.383,-131162989.5,-6.800029675,10.5,0.7,7.142857143,0
84180000,850754000,1607728000,-381908338.6,594205705.6,24472294.08,1.953013912,10.18,-0.32,-3.047619048,0
3820205000,1577185000,1590566000,-625605410.8,-614491113.3,113779174.5,-0.760655714,10.2,0.02,0.196463654,0
3930725000,3887922000,2370003000,1032153858,504154096.1,134977125.5,-0.500145701,9.93,-0.27,-2.647058824,0
3807990000,3833575000,3837423000,3289000873,1919606267,1271788956,6.930156676,9.14,-0.79,-7.955689829,0
3553395000,3703289000,3755246000,2344352954,2737498518,2008402899,-1.558158928,9.4,0.26,2.84463895,0
-135285000,1343050000,2179761000,724487789.6,1546077043,2074266056,-3.718124082,9.89,0.49,5.212765957,0
44855000,707672000,1412243000,1529337034,1357727182,1694373553,3.431498586,9.78,-0.11,-1.11223458,0
33875000,-732634000,-31593000,3101607912,2161399866,1836305688,-8.954736036,10.5,0.72,7.36196319,0
-3659260000,-1408909000,-1438987000,2663155508,2835381989,2297318599,-2.128698221,11.29,0.79,7.523809524,0
498085000,-430784000,167283000,1598838869,773909976.3,1111068789,-4.615216105,11.43,0.15,1.329787234,0
-3982735000,-1302326000,-1321435000,-711653574.7,37558860.65,8032934.874,-7.884426884,11.68,0.25,2.187226597,0
4724290000,2377957000,724625000,1677574981,336512882.1,-707476114.1,-0.369744456,9.53,0.11,1.167728238,0
178035000,2196463000,1474850000,-1622114305,80200200.45,-281382938.6,-5.756072511,10.03,0.5,5.246589717,0
-3304810000,-1202347000,603399000,-2442329640,-1836744439,-630324724.3,-2.488866163,9.72,-0.31,-3.090727817,0
16180000,-1324972000,-583276000,-1880488774,-2218681120,-1889507159,3.868577099,9.62,-0.1,-1.028806584,0
436780000,-382902000,-1143976000,-411129099.5,-997785143.1,-1517481250,-0.894400684,9.9,0.28,2.910602911,0
-2184305000,-568549000,-779894000,593626368.3,-103235579.9,-596970782.2,-2.06521785,10.25,0.35,3.535353535,0
116650000,-846837000,-215489000,174747249.7,436307564.7,24172533.75,1.541678804,10.47,0.22,2.146341463,0
2177705000,936197000,20690000,1137683585,742276206.9,727473431.2,3.577604192,10.18,-0.29,-2.769818529,0
-136365000,-748756000,-126951000,254394864.8,397182668.7,84958183.29,-1.237428249,13.43,0.01,0.074515648,0
-3422045000,-1439966000,-1413693000,-705347220.8,-167310744.2,68449661.42,-3.802395187,13.42,-0.01,-0.074460164,0
-174400000,-1484129000,-808715000,-320699447.3,-436749782,-167591277.2,10.64260955,13.08,-0.34,-2.533532042,0
-173210000,-812544000,-1472982000,-1133382694,-923047724.8,-799631855.4,-4.618557902,13.22,0.14,1.070336391,0
3177770000,1105584000,1200358000,463486832.6,614563830.3,1249765422,-3.728047935,12.35,0.17,1.395730706,0
3316670000,3250198000,1844598000,-236894362.6,546748452.4,619712577.6,2.479728958,12.34,-0.01,-0.08097166,0
3308875000,3235710000,1984383000,718034159.1,732272640.4,167474964.9,4.190489926,11.8,0.05,0.425531915,0
-1134940000,636815000,1478725000,-991756026.7,-472975984.4,-66480282.35,-4.849714218,11.68,-0.12,-1.016949153,0
-4489910000,-2253388000,-699402000,-1413054497,-737441039.4,-476359340.3,-7.12445012,12.2,0.52,4.452054795,0
-3328845000,-4016811000,-2683496000,-695952273,-1405627538,-957694219.2,-2.635444863,12.42,0.22,1.803278689,0
-3337050000,-3342441000,-3796553000,-2413758430,-1447222036,-1669915625,-6.633533703,12.89,0.47,3.784219002,0
-163885000,-1422837000,-2064502000,-2091109859,-2156021987,-1597576539,4.727431988,12.41,-0.48,-3.723816912,0
-185725000,-821936000,-1441887000,-733090991.6,-1404975554,-1676961740,-0.014463236,12.12,-0.29,-2.336825141,0
-34055000,554592000,-116321000,-517787892.2,-746835890.7,-1190177299,7.665159644,12,-0.12,-0.99009901,0
-18845000,-704578000,-88639000,-1063339380,-745252646.1,-822129727.1,-0.838142359,12.05,0.05,0.416666667,0
-78030000,562580000,-107646000,303107892,504412140.7,314002078.5,5.568404871,12,-0.14,-1.153212521,1
-137520000,-681998000,-53602000,1320139411,636124394.8,659321726.3,-1.298665579,11.91,-0.09,-0.75,1
-136860000,443048000,-113460000,1562526303,1539367651,1010281560,3.628086635,11.47,-0.44,-3.694374475,1
-12115000,-1068303000,-1664746000,683397210.7,286038226.1,-347679753.7,14.97437531,10.96,-0.49,-4.279475983,1
128235000,-1048170000,-1637053000,695515614.2,-156796319.6,-48182093.83,22.21544427,10.34,-1.27,-10.93884582,1
-61180000,-1378438000,-2141184000,-382739204.2,-1529462064,-1018931052,24.30370442,15.96,-3.669999,-18.69586952,1
136390000,532477000,1029809000,22319644.02,69569663.53,-7161617.549,19.219397,17.27,-0.859999,-4.743513775,1
